input_file,compare_file,abstract_semantic_score,intro_semantic_score,conclusion_semantic_score,final_semantic_score
PMC15015_plagiated.xml,PMC35277.xml,0.18492892,0.26368093,0.16063759,0.19096279
PMC15023_plagiated.xml,PMC15023.xml,0.9009624,0.48725456,0.86831224,0.805160768
PMC15023_plagiated.xml,PMC35354.xml,0.26834446,0.18154702,0.4024446,0.304625028
PMC15023_plagiated.xml,PMC32297.xml,0.28552544,0.37011433,0.2776643,0.299298762
PMC15023_plagiated.xml,PMC32197.xml,0.24078819,0.2285604,0.3483593,0.281371076
PMC15023_plagiated.xml,PMC29012.xml,-0.0014879061,0.13160484,0.10063085,0.06597814555999999
PMC15024_plagiated.xml,PMC15024.xml,0.92117757,0.42840686,0.88594866,0.8085318640000001
PMC15024_plagiated.xml,PMC35277.xml,0.32960564,0.4463053,0.42304403,0.390320928
PMC15024_plagiated.xml,PMC34549.xml,0.33239338,0.22453889,0.37860793,0.32930830200000005
PMC15024_plagiated.xml,PMC33394.xml,0.28066283,0.33135295,0.36508393,0.324569294
PMC15024_plagiated.xml,PMC31336.xml,0.17651585,0.36600098,0.2297196,0.23569437599999998
PMC15025_plagiated.xml,PMC15025.xml,0.9133105,0.43054175,0.9632218,0.8367212700000001
PMC15025_plagiated.xml,PMC34549.xml,0.2642243,0.42462057,0.42031562,0.358740082
PMC15025_plagiated.xml,PMC35361.xml,0.22693756,0.25289997,0.33941677,0.27712172599999996
PMC15025_plagiated.xml,PMC32299.xml,0.17231493,0.33286837,0.29037154,0.251648262
PMC15025_plagiated.xml,PMC32182.xml,0.043213747,0.19777137,0.36822394,0.2041293488
PMC15027_plagiated.xml,PMC15027.xml,0.95578235,0.13667199,0.8664735,0.7562367380000001
PMC15027_plagiated.xml,PMC33394.xml,0.460778,0.21317935,0.5162733,0.43345639
PMC15027_plagiated.xml,PMC31481.xml,0.30139717,0.15554526,0.4935267,0.3490786
PMC15027_plagiated.xml,PMC32197.xml,0.22852162,0.12801945,0.3066588,0.23967605800000003
PMC15027_plagiated.xml,PMC15028.xml,0.08792514,0.05763406,0.31600118,0.17309734000000002
PMC15028_plagiated.xml,PMC15028.xml,0.82848763,0.4735356,0.86612964,0.7725540280000001
PMC15028_plagiated.xml,PMC31481.xml,0.21430685,0.3256551,0.38952628,0.306664272
PMC15028_plagiated.xml,PMC15027.xml,0.03387017,0.22448106,0.34903842,0.19805964800000003
PMC15028_plagiated.xml,PMC30706.xml,0.028505052,0.08282779,0.2654471,0.1341464188
PMC15028_plagiated.xml,PMC37355.xml,-0.10526945,0.2275512,0.24326791,0.100709624
PMC16139_plagiated.xml,PMC16139.xml,0.87327373,0.6247013,0.797689,0.7933253520000001
PMC16139_plagiated.xml,PMC15023.xml,0.3817601,0.4446998,0.37924603,0.39334241200000003
PMC16139_plagiated.xml,PMC17803.xml,0.3405639,0.20913845,0.48397934,0.371644986
PMC16139_plagiated.xml,PMC29092.xml,0.26956654,0.26793763,0.4472551,0.340316182
PMC16139_plagiated.xml,PMC35277.xml,0.28330117,0.4725473,0.33007848,0.33986132
PMC16145_plagiated.xml,PMC16145.xml,0.74805725,0.46130568,0.7975706,0.710512276
PMC16145_plagiated.xml,PMC35267.xml,0.4358716,0.24748263,0.33491948,0.357812958
PMC16145_plagiated.xml,PMC29080.xml,0.33466876,0.37224203,0.3367101,0.34299995
PMC16145_plagiated.xml,PMC32188.xml,0.21034315,0.42806047,0.38634667,0.32428802200000006
PMC16145_plagiated.xml,PMC34549.xml,0.19258657,0.18275827,0.26728472,0.22050017
PMC17599_plagiated.xml,PMC17599.xml,0.8477764,0.4851672,0.8620964,0.78098256
PMC17599_plagiated.xml,PMC15015.xml,0.74479556,0.26032522,0.6209612,0.598367748
PMC17599_plagiated.xml,PMC34110.xml,0.35974577,0.2260974,0.32051542,0.317323956
PMC17599_plagiated.xml,PMC34549.xml,0.34822023,0.07569644,0.3813976,0.30698642
PMC17599_plagiated.xml,PMC37355.xml,0.15023413,0.25275335,0.30505985,0.23266826200000001
PMC17803_plagiated.xml,PMC17803.xml,0.79490805,0.3237141,0.805357,0.7048488399999999
PMC17803_plagiated.xml,PMC32183.xml,0.34107953,0.2658368,0.4409155,0.365965372
PMC17803_plagiated.xml,PMC32163.xml,0.36900866,0.2891026,0.3929285,0.362595384
PMC17803_plagiated.xml,PMC35277.xml,0.2740327,0.37193596,0.35991567,0.32796654000000003
PMC17803_plagiated.xml,PMC34549.xml,0.32403868,0.24550688,0.3403635,0.314862248
PMC25775_plagiated.xml,PMC25775.xml,0.7488947,0.2735985,0.90403,0.71588958
PMC25775_plagiated.xml,PMC35277.xml,0.29439485,0.23356506,0.48106924,0.35689864800000004
PMC25775_plagiated.xml,PMC33392.xml,0.1930005,0.22773975,0.3886221,0.27819699000000003
PMC25775_plagiated.xml,PMC15015.xml,0.09889864,0.17829537,0.4229082,0.24438181000000003
PMC25775_plagiated.xml,PMC31347.xml,0.18058759,0.078438915,0.36489913,0.23388247100000004
PMC28987_plagiated.xml,PMC28987.xml,0.7634076,0.4596736,0.9667386,0.7839932000000001
PMC28987_plagiated.xml,PMC30711.xml,0.18387514,0.17003201,0.23983519,0.203490534
PMC28987_plagiated.xml,PMC29012.xml,0.082633555,0.29412845,0.21366891,0.17734667599999998
PMC28987_plagiated.xml,PMC31333.xml,0.029280573,0.20426993,0.17251766,0.1215732792
PMC28987_plagiated.xml,PMC31342.xml,0.020828934,0.16055408,0.16246434,0.1054281256
PMC28992_plagiated.xml,PMC28992.xml,0.9589791,0.45227927,0.90162027,0.834695602
PMC28992_plagiated.xml,PMC29012.xml,0.24285692,0.32906094,0.33632207,0.297483784
PMC28992_plagiated.xml,PMC37355.xml,0.12258952,0.16300431,0.21825746,0.168939654
PMC28992_plagiated.xml,PMC33394.xml,0.03351388,0.22826779,0.26949584,0.166857446
PMC28992_plagiated.xml,PMC34114.xml,0.101276636,0.1327137,0.21729249,0.15397039040000002
PMC28994_plagiated.xml,PMC28994.xml,0.98439085,0.5372586,0.8667315,0.8479006600000001
PMC28994_plagiated.xml,PMC29012.xml,0.22667216,0.49839503,0.3278215,0.32147647
PMC28994_plagiated.xml,PMC29046.xml,0.3212052,0.33759168,0.28904518,0.311618488
PMC28994_plagiated.xml,PMC29016.xml,0.14644752,0.42894232,0.36008823,0.288402764
PMC28994_plagiated.xml,PMC28987.xml,0.22824106,0.17238265,0.14408399,0.18340655
PMC29004_plagiated.xml,PMC29004.xml,0.8618647,0.59867287,0.68430996,0.7382044380000001
PMC29004_plagiated.xml,PMC32303.xml,0.29705733,0.2925419,0.26502973,0.283343204
PMC29004_plagiated.xml,PMC28987.xml,0.29535234,0.19566064,0.052347317,0.17821199080000003
PMC29004_plagiated.xml,PMC37355.xml,0.11731328,0.21847847,0.18056367,0.16284647400000002
PMC29004_plagiated.xml,PMC31481.xml,0.048561268,0.18825111,0.2015926,0.1377117692
PMC29012_plagiated.xml,PMC29012.xml,0.8929436,0.45010653,0.9071479,0.810057906
PMC29012_plagiated.xml,PMC30711.xml,0.18045816,0.21607983,0.2989294,0.23497099000000005
PMC29012_plagiated.xml,PMC28987.xml,0.06735958,0.30718866,0.1755203,0.158589684
PMC29012_plagiated.xml,PMC32183.xml,0.11973435,0.120035514,0.20835729,0.15524375880000002
PMC29012_plagiated.xml,PMC37355.xml,0.14826551,0.13456225,0.1063051,0.12874069400000002
PMC29014_plagiated.xml,PMC29014.xml,0.949272,0.5924578,0.86248255,0.84319338
PMC29014_plagiated.xml,PMC29012.xml,0.17824978,0.15494937,0.30129942,0.22280955400000002
PMC29014_plagiated.xml,PMC29068.xml,0.1831211,0.14748928,0.2824545,0.21572809600000004
PMC29014_plagiated.xml,PMC32191.xml,0.012643585,0.17785501,0.19906145,0.120253016
PMC29014_plagiated.xml,PMC37355.xml,0.025120758,0.12741964,0.08970843,0.07141560320000001
PMC29016_plagiated.xml,PMC29016.xml,0.8486017,0.48143202,0.808195,0.759005084
PMC29016_plagiated.xml,PMC29012.xml,0.4003296,0.4045465,0.4328396,0.41417698000000003
PMC29016_plagiated.xml,PMC32204.xml,0.18040445,0.22298053,0.1955474,0.194976846
PMC29016_plagiated.xml,PMC32183.xml,0.18903461,0.18740338,0.19468655,0.19096914
PMC29016_plagiated.xml,PMC31342.xml,0.0675249,0.22070095,0.099181086,0.11082258440000001
PMC29017_plagiated.xml,PMC29017.xml,0.768212,0.41113067,0.88706374,0.74433643
PMC29017_plagiated.xml,PMC30711.xml,0.22554176,0.3189736,0.34262756,0.29106244800000003
PMC29017_plagiated.xml,PMC34102.xml,0.103457265,0.5247154,0.20966288,0.23019113800000002
PMC29017_plagiated.xml,PMC29012.xml,0.1635729,0.1486668,0.20605409,0.177584156
PMC29017_plagiated.xml,PMC15023.xml,0.08506632,0.1726992,0.18047917,0.140758036
PMC29028_plagiated.xml,PMC29028.xml,0.823951,0.5325996,0.9254197,0.8062682
PMC29028_plagiated.xml,PMC34605.xml,0.17680927,0.2623599,0.24918988,0.22287164
PMC29028_plagiated.xml,PMC31342.xml,0.24565183,0.1663124,0.21719351,0.218400616
PMC29028_plagiated.xml,PMC37355.xml,0.2245877,0.14371951,0.19310117,0.19581945
PMC29028_plagiated.xml,PMC31481.xml,0.045364898,0.11516911,0.24782053,0.1403079932
PMC29030_plagiated.xml,PMC29030.xml,0.8305901,0.42574516,0.9168337,0.784118552
PMC29030_plagiated.xml,PMC34102.xml,0.13529152,0.3076652,0.2630861,0.22088408800000003
PMC29030_plagiated.xml,PMC29031.xml,0.048382204,0.34733373,0.17151743,0.1574265996
PMC29030_plagiated.xml,PMC33341.xml,0.05292419,0.17975003,0.22301461,0.146325526
PMC29030_plagiated.xml,PMC32247.xml,0.07297352,0.14176443,0.20683701,0.140277098
PMC29031_plagiated.xml,PMC29031.xml,0.9369561,0.5106404,0.872352,0.82585132
PMC29031_plagiated.xml,PMC29012.xml,0.195455,0.2968527,0.2886247,0.25300242
PMC29031_plagiated.xml,PMC32197.xml,0.20889866,0.09540784,0.23208281,0.195474156
PMC29031_plagiated.xml,PMC13902.xml,0.15551975,0.19145456,0.19092537,0.17686896000000002
PMC29031_plagiated.xml,PMC31342.xml,0.03866332,0.04902096,0.12173523,0.07396361200000001
PMC29044_plagiated.xml,PMC29044.xml,0.844211,0.41804683,0.8890541,0.7769154060000001
PMC29044_plagiated.xml,PMC32296.xml,0.1932669,0.36987084,0.23845765,0.246663988
PMC29044_plagiated.xml,PMC29016.xml,0.26146773,0.25351194,0.20695376,0.238070984
PMC29044_plagiated.xml,PMC32297.xml,0.121094406,0.28885216,0.22064486,0.19446613840000002
PMC29044_plagiated.xml,PMC37355.xml,0.040708277,0.14579478,0.14127633,0.10195279880000001
PMC29046_plagiated.xml,PMC29046.xml,0.4164595,0.24895003,0.88216496,0.56923979
PMC29046_plagiated.xml,PMC34107.xml,0.28808162,0.17866968,0.40183538,0.31170073600000003
PMC29046_plagiated.xml,PMC32247.xml,0.21860212,0.08690132,0.39693642,0.26359568
PMC29046_plagiated.xml,PMC29087.xml,0.20040222,0.10638366,0.29287636,0.21858816400000003
PMC29046_plagiated.xml,PMC34549.xml,0.14485899,0.12729505,0.17247018,0.152390678
PMC29048_plagiated.xml,PMC29048.xml,0.8325747,0.6729876,0.9516033,0.8482687200000001
PMC29048_plagiated.xml,PMC29012.xml,0.095077515,0.33676696,0.21140748,0.18994739
PMC29048_plagiated.xml,PMC17803.xml,0.105308786,0.3099439,0.1991171,0.1837591344
PMC29048_plagiated.xml,PMC37355.xml,0.1381127,0.11959198,0.14786288,0.13830862800000002
PMC29048_plagiated.xml,PMC34549.xml,0.13067761,0.17533132,0.07356641,0.116763872
PMC29057_plagiated.xml,PMC29057.xml,0.82664585,0.5291543,0.88272,0.7895772000000001
PMC29057_plagiated.xml,PMC29088.xml,0.53006554,0.28978395,0.57717735,0.5008539460000001
PMC29057_plagiated.xml,PMC37354.xml,0.38724583,0.49894547,0.49201545,0.4514936060000001
PMC29057_plagiated.xml,PMC34549.xml,0.32022172,0.42677963,0.29495943,0.331428386
PMC29057_plagiated.xml,PMC31347.xml,0.19903222,0.20644312,0.37178224,0.269614408
PMC29058_plagiated.xml,PMC29058.xml,0.8861857,0.5696893,0.88113683,0.8208668720000001
PMC29058_plagiated.xml,PMC29073.xml,0.368539,0.41860682,0.33155155,0.363757584
PMC29058_plagiated.xml,PMC29079.xml,0.22493672,0.17428377,0.48809433,0.320069174
PMC29058_plagiated.xml,PMC35361.xml,0.1892699,0.12669538,0.41803807,0.268262264
PMC29058_plagiated.xml,PMC32247.xml,0.1669922,0.441975,0.17868379,0.22666539600000002
PMC29059_plagiated.xml,PMC29059.xml,0.92755413,0.30880117,0.88766664,0.7878485420000001
PMC29059_plagiated.xml,PMC32197.xml,0.22405604,0.30409107,0.31890342,0.27800199800000003
PMC29059_plagiated.xml,PMC34102.xml,0.19620436,0.311938,0.28892282,0.25643847200000003
PMC29059_plagiated.xml,PMC31342.xml,0.17908977,0.18967086,0.3533707,0.25091836
PMC29059_plagiated.xml,PMC31348.xml,0.13235337,0.2065675,0.34280723,0.23137774000000003
PMC29061_plagiated.xml,PMC29061.xml,0.8807121,0.1450095,0.91655636,0.7479092840000001
PMC29061_plagiated.xml,PMC17599.xml,0.08302021,0.18020202,0.3891623,0.224913408
PMC29061_plagiated.xml,PMC31918.xml,0.018166292,0.15660901,0.39597252,0.19697732680000002
PMC29061_plagiated.xml,PMC31411.xml,0.02408658,0.12523639,0.3982084,0.19396527000000002
PMC29061_plagiated.xml,PMC32188.xml,0.032733236,0.17128132,0.31180882,0.17207308640000002
PMC29062_plagiated.xml,PMC29062.xml,0.94758713,0.32363614,0.86801976,0.7909699840000001
PMC29062_plagiated.xml,PMC29080.xml,0.35838836,0.31475982,0.3876193,0.361355028
PMC29062_plagiated.xml,PMC29068.xml,0.29035354,0.23712644,0.27620196,0.274047488
PMC29062_plagiated.xml,PMC32197.xml,0.24946159,0.3338646,0.26620317,0.273038824
PMC29062_plagiated.xml,PMC37355.xml,0.19405809,0.32577404,0.31489414,0.2687357
PMC29063_plagiated.xml,PMC29063.xml,0.92715096,0.6037121,0.8718797,0.840354684
PMC29063_plagiated.xml,PMC35277.xml,0.23092774,0.26128408,0.24853767,0.24404298
PMC29063_plagiated.xml,PMC29096.xml,0.24292365,0.19405743,0.20070264,0.216262002
PMC29063_plagiated.xml,PMC31339.xml,0.165876,0.2910956,0.19348332,0.20196284800000003
PMC29063_plagiated.xml,PMC17803.xml,0.20251942,0.15678832,0.161247,0.176864232
PMC29065_plagiated.xml,PMC29065.xml,0.82287586,0.54303527,0.836115,0.772203398
PMC29065_plagiated.xml,PMC32197.xml,0.3728515,0.2875022,0.37573683,0.35693577200000004
PMC29065_plagiated.xml,PMC34520.xml,0.2779162,0.3083191,0.3767979,0.32354946000000007
PMC29065_plagiated.xml,PMC29066.xml,0.2918996,0.19723806,0.37513208,0.306260284
PMC29065_plagiated.xml,PMC29097.xml,0.22499195,0.19633554,0.26499116,0.235260352
PMC29066_plagiated.xml,PMC29066.xml,0.8941953,0.38323033,0.8910084,0.7907275460000001
PMC29066_plagiated.xml,PMC32299.xml,0.38939425,0.3264827,0.40159553,0.381692452
PMC29066_plagiated.xml,PMC29081.xml,0.28759524,0.30189478,0.33592498,0.309787044
PMC29066_plagiated.xml,PMC34110.xml,0.24726845,0.31066456,0.22881404,0.252565908
PMC29066_plagiated.xml,PMC29012.xml,0.19056597,0.31392497,0.23448108,0.23280381400000003
PMC29067_plagiated.xml,PMC29067.xml,0.4943096,0.39335513,0.80571276,0.5986799700000001
PMC29067_plagiated.xml,PMC32183.xml,0.18413815,0.12773281,0.45648128,0.281794334
PMC29067_plagiated.xml,PMC32297.xml,0.18949062,0.2205883,0.37174934,0.268613644
PMC29067_plagiated.xml,PMC37314.xml,0.13821013,0.23452887,0.27255586,0.21121217
PMC29067_plagiated.xml,PMC33394.xml,0.11235751,0.21538907,0.29177147,0.204729406
PMC29068_plagiated.xml,PMC29068.xml,0.70333904,0.48943222,0.7487791,0.6787337
PMC29068_plagiated.xml,PMC29067.xml,0.20430754,0.28363523,0.3197416,0.266346702
PMC29068_plagiated.xml,PMC37355.xml,0.21749355,0.20826982,0.34350997,0.266055372
PMC29068_plagiated.xml,PMC32197.xml,0.23875488,0.2269723,0.22628202,0.23140922
PMC29068_plagiated.xml,PMC29012.xml,0.0651291,0.08213984,0.083665535,0.075945822
PMC29073_plagiated.xml,PMC29073.xml,0.90345496,0.4439326,0.93872505,0.8256585240000001
PMC29073_plagiated.xml,PMC31411.xml,0.3906839,0.11851154,0.38126302,0.332481076
PMC29073_plagiated.xml,PMC37355.xml,0.23974332,0.08036164,0.36875808,0.259472888
PMC29073_plagiated.xml,PMC32158.xml,0.26454443,0.15918359,0.29616112,0.256118938
PMC29073_plagiated.xml,PMC29096.xml,0.30372548,0.11481867,0.26268828,0.24952923800000001
PMC29077_plagiated.xml,PMC29077.xml,0.91789377,0.49832338,0.79902023,0.786430276
PMC29077_plagiated.xml,PMC35279.xml,0.3757389,0.41790307,0.38896322,0.389461462
PMC29077_plagiated.xml,PMC34549.xml,0.37175843,0.38660163,0.4002254,0.386113858
PMC29077_plagiated.xml,PMC29067.xml,0.3410153,0.33266005,0.3597596,0.34684197000000005
PMC29077_plagiated.xml,PMC32296.xml,0.31894362,0.37392262,0.34382042,0.33989014
PMC29079_plagiated.xml,PMC29079.xml,0.8794197,0.51755166,0.85518634,0.797352748
PMC29079_plagiated.xml,PMC35352.xml,0.45949495,0.25636554,0.46155137,0.41969163600000003
PMC29079_plagiated.xml,PMC31339.xml,0.36684555,0.25659406,0.39178222,0.35476992000000007
PMC29079_plagiated.xml,PMC32299.xml,0.17211771,0.30212322,0.38806838,0.28449908
PMC29079_plagiated.xml,PMC32183.xml,0.16646776,0.33672205,0.3513068,0.274454234
PMC29080_plagiated.xml,PMC29080.xml,0.8756052,0.18593189,0.9286467,0.7588871380000001
PMC29080_plagiated.xml,PMC34549.xml,0.22308709,0.4387974,0.47573066,0.36728658000000003
PMC29080_plagiated.xml,PMC15023.xml,0.23621978,0.37755272,0.4442104,0.34768261600000006
PMC29080_plagiated.xml,PMC16139.xml,0.3610015,0.20517707,0.30465347,0.307297402
PMC29080_plagiated.xml,PMC29096.xml,0.21404782,0.115715176,0.27833882,0.2200976912
PMC29081_plagiated.xml,PMC29081.xml,0.9320948,0.71082556,0.8704184,0.8631703920000001
PMC29081_plagiated.xml,PMC34520.xml,0.34525532,0.2302308,0.3448357,0.322082568
PMC29081_plagiated.xml,PMC34549.xml,0.3060573,0.17129263,0.25559258,0.258918478
PMC29081_plagiated.xml,PMC13902.xml,0.16750073,0.0843673,0.34282675,0.22100445200000002
PMC29081_plagiated.xml,PMC32304.xml,0.121975005,0.088410765,0.29243666,0.183446819
PMC29083_plagiated.xml,PMC34549.xml,0.42045748,0.4385249,0.35066897,0.3961555600000001
PMC29083_plagiated.xml,PMC29079.xml,0.0826128,0.5048593,0.34484595,0.27195536
PMC29083_plagiated.xml,PMC29092.xml,0.22234705,0.29192752,0.3114014,0.271884884
PMC29083_plagiated.xml,PMC32299.xml,0.21911043,0.36993426,0.25560182,0.263871752
PMC29083_plagiated.xml,PMC17599.xml,0.3164295,0.21245104,0.20566255,0.251327028
PMC29085_plagiated.xml,PMC29085.xml,0.93401325,0.53307205,0.9211656,0.8486859500000001
PMC29085_plagiated.xml,PMC32188.xml,0.31139842,0.40396786,0.41397852,0.37094434800000003
PMC29085_plagiated.xml,PMC34549.xml,0.39688784,0.3487781,0.25709835,0.33135009600000004
PMC29085_plagiated.xml,PMC35278.xml,0.22206774,0.29236853,0.31863633,0.274755334
PMC29085_plagiated.xml,PMC31411.xml,0.18800288,0.26540846,0.2811725,0.240751844
PMC29086_plagiated.xml,PMC33392.xml,0.29840994,0.29916227,0.44451803,0.357003642
PMC29086_plagiated.xml,PMC34549.xml,0.27547717,0.28026104,0.42618987,0.336719024
PMC29086_plagiated.xml,PMC30712.xml,0.26013693,0.29287654,0.37046337,0.31081542800000006
PMC29086_plagiated.xml,PMC30707.xml,0.23952232,0.21568082,0.32115138,0.267405644
PMC29086_plagiated.xml,PMC17599.xml,0.2059957,0.36974216,0.23547581,0.250537036
PMC29087_plagiated.xml,PMC29087.xml,0.8652891,0.5184044,0.78589344,0.764153896
PMC29087_plagiated.xml,PMC31342.xml,0.09718081,0.21547236,0.27259824,0.19100609200000002
PMC29087_plagiated.xml,PMC34102.xml,0.081613556,0.35705873,0.14236175,0.16100186840000003
PMC29087_plagiated.xml,PMC37355.xml,0.04705341,0.1315407,0.27892032,0.156697632
PMC29087_plagiated.xml,PMC29068.xml,0.107229054,0.14041945,0.16918057,0.13864773960000001
PMC29088_plagiated.xml,PMC29088.xml,0.8164505,0.61124694,0.8087837,0.7723430680000001
PMC29088_plagiated.xml,PMC29057.xml,0.6497401,0.45665583,0.56740856,0.57819063
PMC29088_plagiated.xml,PMC25775.xml,0.4388309,0.37740016,0.48023647,0.44310698000000004
PMC29088_plagiated.xml,PMC37354.xml,0.4128458,0.39160454,0.4833836,0.43681266800000007
PMC29088_plagiated.xml,PMC31347.xml,0.21134472,0.21658769,0.31500223,0.25385631799999997
PMC29089_plagiated.xml,PMC29089.xml,0.96803945,0.4292713,0.90408933,0.8347057720000001
PMC29089_plagiated.xml,PMC29092.xml,0.25009102,0.3700417,0.367669,0.321112348
PMC29089_plagiated.xml,PMC34549.xml,0.32889426,0.27226496,0.3078037,0.309132176
PMC29089_plagiated.xml,PMC29079.xml,0.119662404,0.30491373,0.42906457,0.2804735356
PMC29089_plagiated.xml,PMC35277.xml,0.18279755,0.42761266,0.28657848,0.273272944
PMC29092_plagiated.xml,PMC29092.xml,0.89705837,0.34114873,0.73150754,0.7196561100000001
PMC29092_plagiated.xml,PMC32189.xml,0.45530772,0.40000117,0.24845651,0.361505926
PMC29092_plagiated.xml,PMC37354.xml,0.35721678,0.30819443,0.3003291,0.324657238
PMC29092_plagiated.xml,PMC29079.xml,0.1803646,0.47726303,0.32054853,0.29581785800000004
PMC29092_plagiated.xml,PMC34549.xml,0.1587307,0.35993844,0.21715924,0.222343664
PMC29094_plagiated.xml,PMC29094.xml,0.8194109,0.5642829,0.8435918,0.7780576600000001
PMC29094_plagiated.xml,PMC32197.xml,0.2124029,0.23729815,0.33894205,0.26799761
PMC29094_plagiated.xml,PMC32304.xml,0.1225106,0.29434243,0.39002764,0.263883782
PMC29094_plagiated.xml,PMC33394.xml,0.069400296,0.14157113,0.41308165,0.22130700440000003
PMC29094_plagiated.xml,PMC29012.xml,0.17056668,0.22793016,0.259116,0.21745910400000001
PMC29096_plagiated.xml,PMC29096.xml,0.83616674,0.53122354,0.8391116,0.776356044
PMC29096_plagiated.xml,PMC29101.xml,0.28066462,0.3905248,0.18037185,0.262519548
PMC29096_plagiated.xml,PMC29067.xml,0.27376914,0.21623592,0.23156299,0.24538003600000002
PMC29096_plagiated.xml,PMC32180.xml,0.36303055,0.113623805,0.17549938,0.23813673300000002
PMC29096_plagiated.xml,PMC35352.xml,0.238214,0.18734261,0.17939775,0.204513222
PMC29097_plagiated.xml,PMC29097.xml,0.88753134,0.4550105,0.8076563,0.769077156
PMC29097_plagiated.xml,PMC29073.xml,0.56692946,0.48557314,0.43404317,0.49750368
PMC29097_plagiated.xml,PMC32247.xml,0.19138785,0.3414517,0.39327195,0.30215426
PMC29097_plagiated.xml,PMC32188.xml,0.1685004,0.47524753,0.33858797,0.297884854
PMC29097_plagiated.xml,PMC29012.xml,0.07783513,0.21202588,0.29431507,0.19126525600000002
PMC29098_plagiated.xml,PMC29098.xml,0.9135709,0.5920736,0.9330296,0.8570549199999999
PMC29098_plagiated.xml,PMC34110.xml,0.39932063,0.32338107,0.21056288,0.30862961800000005
PMC29098_plagiated.xml,PMC32199.xml,0.14296134,0.18575571,0.20641829,0.176902994
PMC29098_plagiated.xml,PMC29080.xml,0.13740832,0.17480677,0.17093821,0.15829996600000001
PMC29098_plagiated.xml,PMC32191.xml,0.085177734,0.0872277,0.20061903,0.13176424560000002
PMC29101_plagiated.xml,PMC29101.xml,0.913869,0.35628152,0.8773108,0.7877282240000001
PMC29101_plagiated.xml,PMC32183.xml,0.20627037,0.25949147,0.33866435,0.269872182
PMC29101_plagiated.xml,PMC29080.xml,0.20940724,0.15455271,0.3823038,0.26759495800000005
PMC29101_plagiated.xml,PMC32197.xml,0.16661474,0.3083384,0.18654631,0.2029321
PMC29101_plagiated.xml,PMC32299.xml,0.12090903,0.16038711,0.28115615,0.192903494
PMC30704_plagiated.xml,PMC34110.xml,0.45883584,0.59055465,0.41211548,0.466491458
PMC30704_plagiated.xml,PMC13901.xml,0.44595262,0.47272593,0.27252147,0.38193482200000006
PMC30704_plagiated.xml,PMC17803.xml,0.37513506,0.12730452,0.34114575,0.31197322800000005
PMC30704_plagiated.xml,PMC34549.xml,0.3610362,0.14365108,0.30452162,0.294953344
PMC30704_plagiated.xml,PMC15023.xml,0.2678472,0.2100273,0.27653596,0.259758724
PMC30706_plagiated.xml,PMC30706.xml,0.922932,0.31391004,0.94563484,0.8102087440000001
PMC30706_plagiated.xml,PMC33392.xml,0.39705905,0.3955245,0.32660043,0.36856869200000003
PMC30706_plagiated.xml,PMC32189.xml,0.24748015,0.34024918,0.42400318,0.33664316800000005
PMC30706_plagiated.xml,PMC35277.xml,0.17386265,0.4000286,0.3751399,0.29960674
PMC30706_plagiated.xml,PMC32299.xml,0.23730333,0.31526846,0.31669962,0.28465487200000006
PMC30707_plagiated.xml,PMC30707.xml,0.9303297,0.41339433,0.8852228,0.8088998660000001
PMC30707_plagiated.xml,PMC15023.xml,0.4531592,0.50742346,0.5114317,0.4873210520000001
PMC30707_plagiated.xml,PMC31411.xml,0.31240016,0.24573357,0.5137075,0.37958977800000004
